MD (m RKB),Inc (deg),Azim (deg),TVD (m RKB),X-Offset (m),Y-Offset (m),UTM E/W (m),UTM N/S (m),DLS (deg/30m),WELL_NAME
1960,14.58,264.78,1861.24,-446.746,-19.392,434603.431,6478544.138,3.27,15-9-F-11-T2
1970,13.75,265.49,1870.93,-449.184,-19.6,434600.993,6478543.93,2.54,15-9-F-11-T2
1980,13.12,265.75,1880.66,-451.501,-19.778,434598.678,6478543.752,1.9,15-9-F-11-T2
1990,12.11,266,1890.42,-453.679,-19.935,434596.5,6478543.595,3.03,15-9-F-11-T2
2000,10.9,266.44,1900.22,-455.669,-20.067,434594.511,6478543.463,3.64,15-9-F-11-T2
2010,10.04,267.49,1910.05,-457.483,-20.164,434592.697,6478543.366,2.64,15-9-F-11-T2
2020,9.28,269,1919.91,-459.161,-20.216,434591.02,6478543.314,2.4,15-9-F-11-T2
2030,8.48,271.02,1929.79,-460.704,-20.217,434589.477,6478543.313,2.58,15-9-F-11-T2
2040,7.52,273.53,1939.69,-462.094,-20.164,434588.088,6478543.366,3.06,15-9-F-11-T2
2050,6.87,275.05,1949.61,-463.343,-20.071,434586.839,6478543.459,2.03,15-9-F-11-T2
2060,6.28,277.53,1959.55,-464.481,-19.946,434585.701,6478543.584,1.96,15-9-F-11-T2
2070,5.66,282.49,1969.49,-465.505,-19.768,434584.678,6478543.762,2.42,15-9-F-11-T2
2080,5.24,287.86,1979.45,-466.421,-19.521,434583.762,6478544.008,1.98,15-9-F-11-T2
2090,4.77,293.02,1989.41,-467.238,-19.219,434582.945,6478544.311,1.95,15-9-F-11-T2
2100,4.19,297.86,1999.38,-467.944,-18.885,434582.24,6478544.644,2.08,15-9-F-11-T2
2110,3.37,306.5,2009.36,-468.503,-18.54,434581.681,6478544.99,2.99,15-9-F-11-T2
2120,2.89,317.71,2019.34,-468.909,-18.178,434581.275,6478545.351,2.33,15-9-F-11-T2
2130,2.79,328.96,2029.33,-469.204,-17.783,434580.98,6478545.746,1.7,15-9-F-11-T2
2140,2.93,341.18,2039.32,-469.412,-17.333,434580.772,6478546.196,1.87,15-9-F-11-T2
2150,3.39,355.71,2049.3,-469.517,-16.796,434580.668,6478546.733,2.76,15-9-F-11-T2
2160,3.94,7.56,2059.28,-469.494,-16.161,434580.691,6478547.368,2.8,15-9-F-11-T2
2170,4.35,16.27,2069.26,-469.342,-15.456,434580.842,6478548.072,2.25,15-9-F-11-T2
2180,4.85,25.12,2079.22,-469.057,-14.709,434581.128,6478548.819,2.6,15-9-F-11-T2
2190,5.41,33.13,2089.18,-468.619,-13.932,434581.565,6478549.596,2.72,15-9-F-11-T2
2200,6,38.53,2099.13,-468.036,-13.128,434582.148,6478550.399,2.39,15-9-F-11-T2
2210,6.56,42.36,2109.07,-467.326,-12.297,434582.858,6478551.23,2.1,15-9-F-11-T2
2220,7.3,46.42,2119,-466.481,-11.437,434583.703,6478552.09,2.66,15-9-F-11-T2
2230,8.25,51.54,2128.91,-465.459,-10.553,434584.724,6478552.974,3.52,15-9-F-11-T2
2240,9.24,55.2,2138.79,-464.237,-9.648,434585.945,6478553.878,3.41,15-9-F-11-T2
2250,10.14,57.43,2148.65,-462.836,-8.716,434587.346,6478554.81,2.92,15-9-F-11-T2
2260,11.11,59.85,2158.48,-461.261,-7.759,434588.92,6478555.767,3.2,15-9-F-11-T2
2270,12.04,61.78,2168.27,-459.509,-6.781,434590.672,6478556.744,3.02,15-9-F-11-T2
2280,12.77,63.25,2178.04,-457.603,-5.791,434592.577,6478557.734,2.39,15-9-F-11-T2
2290,13.29,64.43,2187.78,-455.579,-4.797,434594.6,6478558.727,1.75,15-9-F-11-T2
2300,13.92,65.47,2197.5,-453.448,-3.802,434596.731,6478559.723,2.03,15-9-F-11-T2
2310,14.69,65.98,2207.19,-451.196,-2.786,434598.982,6478560.738,2.34,15-9-F-11-T2
2320,15.47,66.14,2216.85,-448.818,-1.731,434601.359,6478561.793,2.34,15-9-F-11-T2
2330,16.18,66.32,2226.47,-446.322,-0.632,434603.854,6478562.892,2.14,15-9-F-11-T2
2340,16.93,66.49,2236.06,-443.711,0.509,434606.464,6478564.032,2.25,15-9-F-11-T2
2350,17.72,66.96,2245.6,-440.975,1.685,434609.199,6478565.208,2.41,15-9-F-11-T2
2360,18.61,67.36,2255.1,-438.102,2.895,434612.071,6478566.417,2.7,15-9-F-11-T2
2370,19.52,67.72,2264.55,-435.084,4.143,434615.089,6478567.664,2.75,15-9-F-11-T2
2380,20.43,68.12,2273.95,-431.918,5.427,434618.253,6478568.948,2.76,15-9-F-11-T2
2390,21.25,68.32,2283.3,-428.614,6.747,434621.556,6478570.267,2.47,15-9-F-11-T2
2400,21.92,68.35,2292.6,-425.195,8.105,434624.974,6478571.625,2.01,15-9-F-11-T2
2410,22.61,68.54,2301.85,-421.672,9.497,434628.496,6478573.016,2.08,15-9-F-11-T2
2420,23.43,68.67,2311.05,-418.03,10.923,434632.136,6478574.442,2.46,15-9-F-11-T2
2430,24.36,68.72,2320.2,-414.257,12.395,434635.908,6478575.913,2.79,15-9-F-11-T2
2440,25.31,68.55,2329.27,-410.345,13.925,434639.818,6478577.443,2.86,15-9-F-11-T2
2450,26.29,68.14,2338.28,-406.3,15.531,434643.862,6478579.049,2.99,15-9-F-11-T2
2460,27.23,67.77,2347.2,-402.127,17.221,434648.034,6478580.738,2.86,15-9-F-11-T2
2470,28.23,67.35,2356.06,-397.827,18.998,434652.333,6478582.514,3.06,15-9-F-11-T2
2480,29.08,67.17,2364.83,-393.404,20.851,434656.754,6478584.367,2.56,15-9-F-11-T2
2490,30.08,67.26,2373.53,-388.853,22.763,434661.303,6478586.278,3,15-9-F-11-T2
2500,31.02,67.18,2382.14,-384.167,24.731,434665.988,6478588.246,2.82,15-9-F-11-T2
2510,31.64,67.35,2390.68,-379.371,26.741,434670.782,6478590.254,1.88,15-9-F-11-T2
2520,32.15,67.45,2399.17,-374.493,28.771,434675.658,6478592.284,1.54,15-9-F-11-T2
2530,32.87,67.45,2407.6,-369.53,30.832,434680.62,6478594.344,2.16,15-9-F-11-T2
2540,34.06,67.96,2415.95,-364.428,32.924,434685.72,6478596.435,3.67,15-9-F-11-T2
2550,35.36,68.34,2424.17,-359.142,35.043,434691.004,6478598.553,3.95,15-9-F-11-T2
2560,36.24,68.58,2432.28,-353.701,37.19,434696.443,6478600.7,2.67,15-9-F-11-T2
2570,36.93,68.78,2440.31,-348.149,39.357,434701.993,6478602.866,2.1,15-9-F-11-T2
2580,37.65,69.24,2448.26,-342.493,41.527,434707.648,6478605.036,2.32,15-9-F-11-T2
2590,38.72,69.89,2456.12,-336.7,43.685,434713.439,6478607.193,3.43,15-9-F-11-T2
2600,39.63,70.21,2463.88,-330.762,45.84,434719.374,6478609.347,2.8,15-9-F-11-T2
2610,40.65,70.61,2471.52,-324.688,48.001,434725.446,6478611.508,3.16,15-9-F-11-T2
2620,41.83,70.9,2479.04,-318.465,50.174,434731.667,6478613.679,3.59,15-9-F-11-T2
2630,42.86,71.07,2486.43,-312.096,52.368,434738.033,6478615.873,3.11,15-9-F-11-T2
2640,43.82,71.09,2493.7,-305.604,54.594,434744.523,6478618.098,2.88,15-9-F-11-T2
2650,44.66,71.19,2500.87,-299.002,56.849,434751.123,6478620.352,2.53,15-9-F-11-T2
2660,45.66,71.46,2507.92,-292.285,59.119,434757.838,6478622.622,3.05,15-9-F-11-T2
2670,46.6,71.56,2514.85,-285.448,61.406,434764.673,6478624.907,2.83,15-9-F-11-T2
2680,47.52,71.56,2521.66,-278.503,63.721,434771.615,6478627.222,2.76,15-9-F-11-T2
2690,48.39,71.54,2528.36,-271.459,66.071,434778.657,6478629.571,2.61,15-9-F-11-T2
2700,49.32,71.53,2534.94,-264.316,68.456,434785.797,6478631.956,2.79,15-9-F-11-T2
2710,50.34,71.46,2541.39,-257.07,70.882,434793.041,6478634.38,3.06,15-9-F-11-T2
2720,51.38,71.42,2547.7,-249.717,73.35,434800.391,6478636.848,3.12,15-9-F-11-T2
2730,52.35,71.31,2553.88,-242.264,75.864,434807.841,6478639.36,2.92,15-9-F-11-T2
2740,53.31,71.23,2559.92,-234.718,78.423,434815.385,6478641.918,2.89,15-9-F-11-T2
2750,54.04,71.2,2565.84,-227.09,81.017,434823.01,6478644.512,2.19,15-9-F-11-T2
2760,54.76,71.18,2571.66,-219.393,83.639,434830.704,6478647.132,2.16,15-9-F-11-T2
2770,55.47,71.06,2577.38,-211.632,86.293,434838.463,6478649.786,2.15,15-9-F-11-T2
2780,56.24,70.96,2582.99,-203.806,88.986,434846.286,6478652.478,2.32,15-9-F-11-T2
2790,57.17,70.96,2588.48,-195.905,91.713,434854.184,6478655.204,2.79,15-9-F-11-T2
2800,58.13,70.96,2593.83,-187.919,94.469,434862.167,6478657.959,2.88,15-9-F-11-T2
2810,59.11,70.95,2599.04,-179.849,97.255,434870.234,6478660.744,2.94,15-9-F-11-T2
2820,60,70.91,2604.11,-171.701,100.071,434878.379,6478663.559,2.67,15-9-F-11-T2
2830,60.84,71.02,2609.04,-163.48,102.908,434886.598,6478666.395,2.54,15-9-F-11-T2
2840,61.65,71.09,2613.86,-155.188,105.754,434894.887,6478669.24,2.44,15-9-F-11-T2
2850,62.04,71.2,2618.57,-146.845,108.603,434903.227,6478672.088,1.21,15-9-F-11-T2
2860,62,71.29,2623.27,-138.483,111.443,434911.587,6478674.927,0.27,15-9-F-11-T2
2870,62.16,71.37,2627.95,-130.112,114.271,434919.955,6478677.754,0.52,15-9-F-11-T2
2880,62.42,71.39,2632.6,-121.722,117.098,434928.341,6478680.58,0.78,15-9-F-11-T2
2890,63.01,71.26,2637.18,-113.302,119.944,434936.758,6478683.425,1.8,15-9-F-11-T2
2900,63.81,71.08,2641.66,-104.839,122.83,434945.219,6478686.31,2.45,15-9-F-11-T2
2910,64.47,70.91,2646.02,-96.331,125.76,434953.724,6478689.239,2.03,15-9-F-11-T2
2920,65.09,70.74,2650.28,-87.786,128.732,434962.266,6478692.21,1.92,15-9-F-11-T2
2930,65.71,70.57,2654.44,-79.207,131.744,434970.842,6478695.221,1.92,15-9-F-11-T2
2940,66.31,70.47,2658.51,-70.594,134.79,434979.452,6478698.266,1.82,15-9-F-11-T2
2950,66.97,70.24,2662.47,-61.948,137.877,434988.095,6478701.352,2.08,15-9-F-11-T2
2960,67.89,69.92,2666.31,-53.266,141.023,434996.773,6478704.497,2.9,15-9-F-11-T2
2970,69.05,69.83,2669.98,-44.532,144.223,435005.504,6478707.696,3.49,15-9-F-11-T2
2980,70.33,69.78,2673.45,-35.731,147.461,435014.303,6478710.933,3.84,15-9-F-11-T2
2990,71.42,69.9,2676.73,-26.862,150.717,435023.169,6478714.188,3.29,15-9-F-11-T2
3000,72.46,70.25,2679.83,-17.924,153.957,435032.104,6478717.426,3.28,15-9-F-11-T2
3010,73.71,70.55,2682.74,-8.911,157.166,435041.113,6478720.634,3.85,15-9-F-11-T2
3020,75.14,70.73,2685.42,0.177,160.359,435050.198,6478723.827,4.32,15-9-F-11-T2
3030,76.59,70.8,2687.87,9.333,163.554,435059.35,6478727.02,4.35,15-9-F-11-T2
3040,77.77,70.82,2690.08,18.542,166.759,435068.556,6478730.224,3.54,15-9-F-11-T2
3050,78.92,70.81,2692.1,27.791,169.977,435077.803,6478733.441,3.45,15-9-F-11-T2
3060,80.1,70.77,2693.93,37.076,173.213,435087.084,6478736.675,3.54,15-9-F-11-T2
3070,81.65,70.44,2695.51,46.389,176.491,435096.394,6478739.953,4.75,15-9-F-11-T2
3080,82.12,70.3,2696.92,55.714,179.817,435105.715,6478743.278,1.47,15-9-F-11-T2
3090,81.91,70.14,2698.31,65.033,183.168,435115.031,6478746.628,0.79,15-9-F-11-T2
3100,81.84,70.03,2699.73,74.34,186.54,435124.335,6478749.999,0.39,15-9-F-11-T2
3110,81.98,69.86,2701.13,83.64,189.936,435133.632,6478753.392,0.66,15-9-F-11-T2
3120,82.05,69.69,2702.52,92.933,193.359,435142.921,6478756.815,0.55,15-9-F-11-T2
3130,81.99,69.51,2703.91,102.215,196.811,435152.2,6478760.266,0.56,15-9-F-11-T2
3140,81.99,69.35,2705.3,111.486,200.29,435161.468,6478763.744,0.48,15-9-F-11-T2
3150,82.01,69.28,2706.7,120.75,203.788,435170.729,6478767.24,0.22,15-9-F-11-T2
3160,81.88,69.24,2708.1,130.01,207.295,435179.986,6478770.745,0.41,15-9-F-11-T2
3170,82.01,69.15,2709.5,139.266,210.811,435189.238,6478774.261,0.47,15-9-F-11-T2
3180,81.92,69.04,2710.9,148.516,214.345,435198.485,6478777.793,0.42,15-9-F-11-T2
3190,82.09,69.01,2712.29,157.762,217.889,435207.728,6478781.337,0.52,15-9-F-11-T2
3200,82.06,68.89,2713.66,167.006,221.447,435216.969,6478784.893,0.37,15-9-F-11-T2
3210,81.96,68.85,2715.05,176.243,225.017,435226.202,6478788.461,0.32,15-9-F-11-T2
3220,82,68.99,2716.45,185.482,228.578,435235.439,6478792.022,0.43,15-9-F-11-T2
3230,82.13,69.12,2717.83,194.732,232.119,435244.685,6478795.561,0.55,15-9-F-11-T2
3240,82.11,69.16,2719.2,203.989,235.646,435253.938,6478799.087,0.13,15-9-F-11-T2
3250,82.23,69.11,2720.56,213.246,239.175,435263.192,6478802.614,0.39,15-9-F-11-T2
3260,82.28,69.06,2721.91,222.502,242.712,435272.445,6478806.15,0.21,15-9-F-11-T2
3270,82.21,69,2723.26,231.754,246.258,435281.694,6478809.695,0.28,15-9-F-11-T2
3280,82.08,68.95,2724.63,241,249.812,435290.937,6478813.248,0.42,15-9-F-11-T2
3290,81.99,68.93,2726.01,250.242,253.371,435300.176,6478816.805,0.28,15-9-F-11-T2
3300,82.04,68.95,2727.4,259.484,256.929,435309.415,6478820.363,0.16,15-9-F-11-T2
3310,81.94,68.96,2728.8,268.726,260.485,435318.653,6478823.918,0.3,15-9-F-11-T2
3320,81.8,68.9,2730.21,277.964,264.044,435327.888,6478827.475,0.46,15-9-F-11-T2
3330,82.01,68.84,2731.62,287.198,267.613,435337.119,6478831.043,0.65,15-9-F-11-T2
3340,82.17,68.78,2732.99,296.433,271.193,435346.351,6478834.622,0.51,15-9-F-11-T2
3350,81.9,68.62,2734.38,305.66,274.791,435355.575,6478838.218,0.94,15-9-F-11-T2
3360,81.85,68.5,2735.79,314.875,278.409,435364.786,6478841.835,0.39,15-9-F-11-T2
3370,82,68.44,2737.2,324.085,282.043,435373.993,6478845.468,0.48,15-9-F-11-T2
3380,82.09,68.4,2738.58,333.295,285.686,435383.199,6478849.109,0.29,15-9-F-11-T2
3390,82.03,68.37,2739.96,342.502,289.334,435392.404,6478852.756,0.2,15-9-F-11-T2
3400,82,68.36,2741.35,351.708,292.985,435401.606,6478856.406,0.09,15-9-F-11-T2
3410,82.18,68.34,2742.73,360.914,296.639,435410.809,6478860.059,0.54,15-9-F-11-T2
3420,82.26,68.29,2744.08,370.121,300.3,435420.013,6478863.719,0.28,15-9-F-11-T2
3430,82.1,68.21,2745.44,379.322,303.971,435429.211,6478867.389,0.54,15-9-F-11-T2
3440,82.21,68.15,2746.81,388.519,307.654,435438.405,6478871.069,0.38,15-9-F-11-T2
3450,82.16,68.12,2748.17,397.713,311.343,435447.596,6478874.758,0.17,15-9-F-11-T2
3460,81.96,68.09,2749.55,406.903,315.037,435456.782,6478878.45,0.61,15-9-F-11-T2
3470,81.97,68.17,2750.95,416.092,318.725,435465.968,6478882.137,0.24,15-9-F-11-T2
3480,81.63,68.24,2752.37,425.283,322.4,435475.155,6478885.811,1.04,15-9-F-11-T2
3490,80.95,68.38,2753.89,434.467,326.053,435484.337,6478889.463,2.08,15-9-F-11-T2
3500,80.72,68.39,2755.48,443.645,329.69,435493.512,6478893.098,0.69,15-9-F-11-T2
3510,80.48,68.65,2757.11,452.826,333.302,435502.689,6478896.709,1.05,15-9-F-11-T2
3520,80.5,68.76,2758.77,462.015,336.884,435511.875,6478900.29,0.33,15-9-F-11-T2
3530,80.61,68.77,2760.41,471.21,340.457,435521.067,6478903.861,0.33,15-9-F-11-T2
3540,80.52,68.82,2762.05,480.407,344.025,435530.26,6478907.428,0.31,15-9-F-11-T2
3550,80.35,68.89,2763.71,489.604,347.582,435539.454,6478910.984,0.55,15-9-F-11-T2
3560,80.5,68.87,2765.37,498.802,351.135,435548.649,6478914.536,0.45,15-9-F-11-T2
3570,80.58,68.9,2767.01,508.004,354.689,435557.848,6478918.088,0.26,15-9-F-11-T2
3580,80.42,68.99,2768.67,517.208,358.232,435567.049,6478921.63,0.55,15-9-F-11-T2
3590,80.46,69.04,2770.33,526.415,361.764,435576.253,6478925.161,0.19,15-9-F-11-T2
3600,80.54,68.94,2771.98,535.622,365.3,435585.457,6478928.695,0.38,15-9-F-11-T2
3610,80.22,69.14,2773.65,544.829,368.827,435594.66,6478932.221,1.13,15-9-F-11-T2
3620,80.24,69.36,2775.34,554.045,372.318,435603.873,6478935.711,0.65,15-9-F-11-T2
3630,80.43,69.43,2777.02,563.272,375.787,435613.097,6478939.179,0.61,15-9-F-11-T2
3640,80.3,69.73,2778.7,572.512,379.227,435622.333,6478942.618,0.97,15-9-F-11-T2
3650,80.35,69.81,2780.38,581.761,382.636,435631.58,6478946.026,0.28,15-9-F-11-T2
3660,80.42,69.74,2782.05,591.013,386.044,435640.828,6478949.433,0.29,15-9-F-11-T2
3670,80.43,69.8,2783.71,600.265,389.454,435650.077,6478952.841,0.18,15-9-F-11-T2
3680,80.39,69.88,2785.38,609.522,392.852,435659.33,6478956.239,0.27,15-9-F-11-T2
3690,80.38,69.85,2787.05,618.779,396.246,435668.584,6478959.631,0.09,15-9-F-11-T2
3700,80.36,69.82,2788.72,628.033,399.645,435677.835,6478963.029,0.11,15-9-F-11-T2
3710,80.05,69.67,2790.42,637.278,403.057,435687.077,6478966.439,1.03,15-9-F-11-T2
3720,79.41,69.5,2792.2,646.5,406.489,435696.296,6478969.87,1.98,15-9-F-11-T2
3730,78.41,69.49,2794.13,655.691,409.926,435705.484,6478973.306,3,15-9-F-11-T2
3740,77.22,69.4,2796.24,664.843,413.358,435714.633,6478976.737,3.58,15-9-F-11-T2
3750,76.04,69.3,2798.55,673.947,416.789,435723.733,6478980.167,3.55,15-9-F-11-T2
3760,74.9,69.36,2801.06,683.004,420.206,435732.787,6478983.583,3.42,15-9-F-11-T2
3770,73.85,69.31,2803.75,692.015,423.604,435741.795,6478986.98,3.15,15-9-F-11-T2
3780,73.03,69.26,2806.6,700.98,426.995,435750.757,6478990.369,2.46,15-9-F-11-T2
3790,72.47,69.25,2809.57,709.911,430.378,435759.685,6478993.751,1.68,15-9-F-11-T2
3800,71.61,69.19,2812.65,718.805,433.753,435768.576,6478997.124,2.59,15-9-F-11-T2
3810,70.48,69.27,2815.9,727.648,437.106,435777.416,6479000.477,3.4,15-9-F-11-T2
3820,69.58,69.29,2819.32,736.439,440.432,435786.203,6479003.801,2.7,15-9-F-11-T2
3830,68.8,69.31,2822.87,745.183,443.736,435794.944,6479007.104,2.34,15-9-F-11-T2
3840,67.9,69.34,2826.56,753.879,447.017,435803.637,6479010.385,2.7,15-9-F-11-T2
3850,66.71,69.3,2830.42,762.51,450.275,435812.265,6479013.642,3.57,15-9-F-11-T2
3860,65.24,69.25,2834.49,771.052,453.507,435820.805,6479016.873,4.41,15-9-F-11-T2
3870,64,69.31,2838.77,779.503,456.704,435829.252,6479020.068,3.72,15-9-F-11-T2
3880,62.93,69.32,2843.24,787.872,459.864,435837.619,6479023.227,3.21,15-9-F-11-T2
3890,62,69.27,2847.86,796.167,462.999,435845.91,6479026.361,2.79,15-9-F-11-T2
3900,61.38,69.32,2852.61,804.402,466.112,435854.143,6479029.473,1.86,15-9-F-11-T2
3910,60.74,69.51,2857.44,812.595,469.189,435862.333,6479032.548,1.98,15-9-F-11-T2
3920,59.52,69.66,2862.43,820.721,472.214,435870.456,6479035.572,3.68,15-9-F-11-T2
3930,58.14,69.69,2867.6,828.745,475.186,435878.477,6479038.543,4.14,15-9-F-11-T2
3940,57.12,69.84,2872.95,836.669,478.107,435886.399,6479041.463,3.08,15-9-F-11-T2
3950,56.28,70,2878.44,844.519,480.976,435894.246,6479044.332,2.55,15-9-F-11-T2
3960,54.9,69.99,2884.1,852.272,483.799,435901.996,6479047.153,4.14,15-9-F-11-T2
3970,53.5,69.87,2889.95,859.889,486.582,435909.611,6479049.935,4.21,15-9-F-11-T2
3980,52.22,69.9,2895.98,867.375,489.323,435917.094,6479052.676,3.84,15-9-F-11-T2
3990,51.08,69.89,2902.19,874.739,492.019,435924.455,6479055.371,3.42,15-9-F-11-T2
4000,50.05,69.86,2908.54,881.991,494.676,435931.705,6479058.027,3.09,15-9-F-11-T2
4010,49.03,69.84,2915.03,889.134,497.297,435938.845,6479060.647,3.06,15-9-F-11-T2
4020,48.09,69.7,2921.65,896.168,499.89,435945.876,6479063.238,2.84,15-9-F-11-T2
4030,47.48,69.62,2928.37,903.112,502.464,435952.818,6479065.812,1.84,15-9-F-11-T2
4040,46.81,69.64,2935.17,909.984,505.016,435959.688,6479068.363,2.01,15-9-F-11-T2
4050,45.82,69.65,2942.07,916.764,507.531,435966.466,6479070.877,2.97,15-9-F-11-T2
4060,44.94,69.72,2949.1,923.439,510.002,435973.139,6479073.347,2.64,15-9-F-11-T2
4070,44.29,69.74,2956.22,930.028,512.435,435979.725,6479075.78,1.95,15-9-F-11-T2
4080,43.56,69.74,2963.42,936.536,514.837,435986.23,6479078.181,2.19,15-9-F-11-T2
4090,42.72,69.75,2970.72,942.951,517.205,435992.643,6479080.548,2.52,15-9-F-11-T2
4100,41.73,69.94,2978.12,949.259,519.52,435998.95,6479082.862,2.99,15-9-F-11-T2
4110,40.74,70.3,2985.64,955.458,521.762,436005.146,6479085.103,3.05,15-9-F-11-T2
4120,39.82,70.61,2993.27,961.55,523.925,436011.236,6479087.266,2.82,15-9-F-11-T2
4130,38.9,70.74,3001,967.535,526.024,436017.219,6479089.364,2.77,15-9-F-11-T2
4140,38.08,70.89,3008.83,973.413,528.069,436023.095,6479091.408,2.48,15-9-F-11-T2
4150,36.96,71.48,3016.76,979.178,530.034,436028.857,6479093.372,3.53,15-9-F-11-T2
4160,35.94,71.37,3024.8,984.809,531.926,436034.487,6479095.264,3.07,15-9-F-11-T2
4170,34.79,71.34,3032.96,990.293,533.776,436039.969,6479097.114,3.45,15-9-F-11-T2
4180,33.64,71.21,3041.23,995.619,535.581,436045.293,6479098.918,3.46,15-9-F-11-T2
4190,32.56,70.76,3049.6,1000.782,537.36,436050.454,6479100.696,3.32,15-9-F-11-T2
4200,31.64,70.45,3058.08,1005.794,539.125,436055.465,6479102.46,2.8,15-9-F-11-T2
4210,30.37,70.12,3066.65,1010.643,540.862,436060.312,6479104.197,3.84,15-9-F-11-T2
4220,29.35,69.94,3075.32,1015.323,542.563,436064.99,6479105.897,3.07,15-9-F-11-T2
4230,28.5,70.26,3084.07,1019.87,544.209,436069.536,6479107.542,2.59,15-9-F-11-T2
4240,27.8,70.02,3092.89,1024.308,545.812,436073.972,6479109.144,2.13,15-9-F-11-T2
4250,26.78,69.86,3101.77,1028.614,547.384,436078.277,6479110.716,3.07,15-9-F-11-T2
4260,25.77,69.78,3110.74,1032.769,548.911,436082.43,6479112.243,3.03,15-9-F-11-T2
4270,24.74,70,3119.79,1036.776,550.378,436086.435,6479113.71,3.1,15-9-F-11-T2
4280,23.95,70.34,3128.9,1040.653,551.777,436090.312,6479115.108,2.41,15-9-F-11-T2
4290,22.81,70.82,3138.08,1044.396,553.097,436094.053,6479116.427,3.47,15-9-F-11-T2
4300,21.59,71.26,3147.33,1047.969,554.324,436097.625,6479117.654,3.69,15-9-F-11-T2
4310,20.38,71.8,3156.67,1051.365,555.459,436101.02,6479118.789,3.68,15-9-F-11-T2
4320,18.96,72.01,3166.09,1054.565,556.505,436104.218,6479119.834,4.27,15-9-F-11-T2
4330,17.51,72.38,3175.58,1057.544,557.462,436107.196,6479120.791,4.36,15-9-F-11-T2
4340,16.53,72.96,3185.15,1060.338,558.335,436109.989,6479121.663,2.98,15-9-F-11-T2
4350,15.74,72.8,3194.75,1062.994,559.152,436112.644,6479122.481,2.37,15-9-F-11-T2
4360,14.89,72.28,3204.4,1065.513,559.945,436115.163,6479123.273,2.58,15-9-F-11-T2
4370,14.1,71.87,3214.08,1067.895,560.715,436117.544,6479124.042,2.39,15-9-F-11-T2
4380,13.88,71.95,3223.78,1070.193,561.465,436119.841,6479124.793,0.66,15-9-F-11-T2
4390,13.86,71.54,3233.49,1072.469,562.216,436122.117,6479125.544,0.3,15-9-F-11-T2
4400,13.92,71.32,3243.2,1074.745,562.981,436124.391,6479126.308,0.24,15-9-F-11-T2
4410,13.85,71.37,3252.91,1077.019,563.748,436126.664,6479127.075,0.21,15-9-F-11-T2
4420,13.8,70.9,3262.62,1079.28,564.521,436128.925,6479127.847,0.37,15-9-F-11-T2
4430,13.87,70.71,3272.33,1081.538,565.307,436131.182,6479128.633,0.25,15-9-F-11-T2
4440,13.93,70.12,3282.03,1083.801,566.113,436133.445,6479129.438,0.46,15-9-F-11-T2
4450,13.81,69.78,3291.74,1086.053,566.934,436135.696,6479130.26,0.44,15-9-F-11-T2
4460,13.87,69.45,3301.45,1088.296,567.768,436137.937,6479131.093,0.3,15-9-F-11-T2
4470,13.82,69.64,3311.16,1090.538,568.604,436140.179,6479131.929,0.2,15-9-F-11-T2
4480,13.91,69.82,3320.87,1092.786,569.434,436142.426,6479132.759,0.3,15-9-F-11-T2
4490,14.2,69.2,3330.57,1095.06,570.284,436144.7,6479133.609,0.98,15-9-F-11-T2
4500,14.4,68.64,3340.26,1097.365,571.173,436147.004,6479134.497,0.73,15-9-F-11-T2
4510,14.36,67.72,3349.95,1099.671,572.096,436149.308,6479135.42,0.7,15-9-F-11-T2
4520,14.4,66.78,3359.63,1101.961,573.056,436151.598,6479136.38,0.71,15-9-F-11-T2
4530,14.42,65.95,3369.32,1104.241,574.054,436153.877,6479137.377,0.62,15-9-F-11-T2
4540,14.47,64.86,3379,1106.509,575.092,436156.144,6479138.415,0.83,15-9-F-11-T2
4550.7,14.59,63.57,3389.36,1108.926,576.26,436158.56,6479139.582,0.97,15-9-F-11-T2
4562,14.59,63.57,3400.3,1111.475,577.527,436161.108,6479140.849,0,15-9-F-11-T2
145.9,0,0,145.9,-0.926,4.651,435049.095,6478568.172,0,15-9-F-11
150,0.09,227.76,150,-0.929,4.648,435049.093,6478568.17,0.66,15-9-F-11
160,0.2,225.57,160,-0.947,4.631,435049.074,6478568.152,0.33,15-9-F-11
170,0.19,227.59,170,-0.972,4.608,435049.05,6478568.129,0.04,15-9-F-11
180,0.23,231.32,180,-1,4.584,435049.022,6478568.105,0.13,15-9-F-11
190,0.23,233.02,190,-1.031,4.559,435048.99,6478568.081,0.02,15-9-F-11
200,0.22,235.12,200,-1.063,4.536,435048.958,6478568.058,0.04,15-9-F-11
210,0.24,234.55,210,-1.096,4.513,435048.925,6478568.034,0.06,15-9-F-11
220,0.34,239.76,220,-1.138,4.486,435048.883,6478568.007,0.31,15-9-F-11
230,0.42,244.41,230,-1.197,4.455,435048.824,6478567.977,0.26,15-9-F-11
238.5,0.49,217.49,238.5,-1.247,4.413,435048.774,6478567.934,0.79,15-9-F-11
251.3,0.57,204.82,251.3,-1.307,4.312,435048.714,6478567.833,0.33,15-9-F-11
261.3,0.6,167.13,261.3,-1.317,4.215,435048.705,6478567.737,1.14,15-9-F-11
263.5,0.66,165.04,263.5,-1.311,4.192,435048.711,6478567.714,0.88,15-9-F-11
275.3,0.56,208.46,275.3,-1.321,4.076,435048.701,6478567.597,1.17,15-9-F-11
